,index,alcoholName,sweetness,sourness,freshness,body,degree,sparkling,alcoholType,keywords,volume,price,manufacturer,ingredients,brewery,description,representative,address,contact,website,foodPairing,imageURL,detailPageUrl,docId
0,0,1000억 막걸리 프리바이오,3.0,4.0,3.0,3,5,0.0,탁주,단맛 신맛 청량감 바디감     탁주 쌀 밀,750ml,3500,(주)국순당,"쌀(국내산), 밀(국내산), 누룩, 정제수",,"전통주의 명가 (주)국순당에서 생산하는 1000억 막걸리 프리바이오는 내 몸속의 좋은 유산균을 키워주고 나쁜 유해균을 억제시키는 역할을 하며 장내 유익균의 먹이가 되는 성분인 프리바이오틱스를 함유한 막걸리다. 식물성 유산균을 특화한 국순당의 1000억 유산균 막걸리와 동일 과정으로 유산균을 만들어 내고 (두 번의 쌀 발효와 세 번의 유산균 발효) 이후의 공정에서 유산균의 먹이가 되는 프리바이오틱스를 만들어 낸다. 1000억 유산균 막걸리가 내 몸속에 식물성 유산균을 늘려주면, 1000억 막걸리 프리바이오는 식물성 유산균이 잘 활성화 되도록 해 주는 역할을 한다.",,,,,여름에는 시원하게 생맥주 잔에 마셔도 전혀 어색하지 않은 청량감도 가지고 있다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040729-1000%EC%96%B5%20%EB%A7%89%EA%B1%B8%EB%A6%AC%20%ED%94%84%EB%A6%AC%EB%B0%94%EC%9D%B4%EC%98%A4_main.png,https://terms.naver.com/entry.naver?docId=6040729&cid=58637&categoryId=58652,6040729
1,1,1000억 유산균막걸리,3.0,5.0,5.0,3,5,0.0,탁주,단맛 신맛 청량감 바디감     탁주 쌀 밀  저도수,750ml,3200,(주)국순당,"쌀(국내산), 밀(국내산), 누룩, 정제수",,"전통주의 명가 (주)국순당에서 생산하는 1000억 유산균 막걸리는 김치 유산균인 식물성 유산균으로 생존력이 뛰어나 장까지 살아가며, 유산균 1000억 마리는 일반 생막걸리(국순당 생막걸리) 보다 1000배 유산균음료 기준보다 100배나 많은 양이다. 1000억 유산균 막걸리는 앞서가는 국순당의 기술로 2번의 쌀 발효와 3번의 유산균 발효를 적용하여 1000억 마리 이상(700ml 기준)의 유산균을 만들어낸 일반 막걸리의 한계를 뛰어넘은 막걸리다. 상큼한 신맛과 막걸리 특유의 바디감이 특징인 1000억 유산균막걸리는 매운 음식의 매운맛과 잘 어울린다.",,,,,운동 전후에도 마시면 피로감이 풀릴 듯 한 감식초와 같은 식감도 느껴진다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040728-1000%EC%96%B5%20%EC%9C%A0%EC%82%B0%EA%B7%A0%EB%A7%89%EA%B1%B8%EB%A6%AC_main.png,https://terms.naver.com/entry.naver?docId=6040728&cid=58637&categoryId=58652,6040728
2,2,1932 새싹땅콩 햅쌀막걸리,2.0,2.0,3.0,5,6,0.0,탁주,청량감 바디감     탁주 쌀 땅콩,900ml,15000,(주)1932포천일동막걸리,"쌀(국내산), 땅콩농축액, 입국, 효모, 고과당, 정제효소제, 정제수",,당해년도 햅쌀과 새싹땅콩농축액을 주원료로 생쌀 발효법으로 제조한 프리미엄 막걸리이다. 전통누룩에서 뽑아낸 우수한 균주를 사용하였다. 합성인공감미료를 전혀 사용하지 않은 제품으로 미생물 조절 발효 방식으로 냉장보관을 하여 개봉 후 뚜껑을 다시 닫아 냉장보관하여도 술맛에 변화가 없다. 1932 포천일동막걸리의 프리미엄 막걸리 제품이다.,,,,,케이크 등 디저트 음식과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595217-1932%20%EC%83%88%EC%8B%B9%EB%95%85%EC%BD%A9%20%ED%96%85%EC%8C%80%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3595217&cid=58637&categoryId=58651,3595217
3,3,1932 새싹땅콩 흑미막걸리,3.0,1.0,1.0,4,6,0.0,탁주,단맛   바디감     탁주 쌀 땅콩,900ml,15000,(주)1932포천일동막걸리,"쌀(국내산), 흑미(15%), 땅콩농축액, 입국, 효모, 고과당, 정제효소제, 정제수",,당해년도 진도 흑미쌀과 새싹땅콩 농축액을 주원료로 생쌀 발효법으로 제조한 프리미엄 막걸리이다. 전통누룩에서 뽑아낸 우수한 균주를 사용하였다. 합성인공감미료를 전혀 사용하지 않은 제품으로 미생물 조절 발효 방식으로 냉장보관을 하여 개봉 후 뚜껑을 다시 닫아 냉장보관하여도 술맛에 변화가 없다. 1932 포천일동막걸리의 프리미엄 막걸리 제품이다.,,,,,돼지 갈비 등 구은 고기와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595216-1932%20%EC%83%88%EC%8B%B9%EB%95%85%EC%BD%A9%20%ED%9D%91%EB%AF%B8%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3595216&cid=58637&categoryId=58651,3595216
4,4,33JU,3.0,,,1,18,0.0,증류주,향기 단맛        증류주 꿀 삼,200ml,23000,농업회사법인33가주식회사,"산양산삼, 주정, 결정과당, 효소처리스테비아, 에리스리톨, 호박산, 꿀",,"강원도 깊은 산의 정기를 가득 품은 7년근 이상의 산양산삼을 3일 동안 고온과 저온 추출하여 3,333시간 숙성한 전통주로, 진하게 녹아든 진세노사이드(사포닌) 성분과 산양산삼 고유의 향이 진하게 풍기고 부드럽게 넘어가는 33JU다.",,,,,"산양산삼 고유의 풍미가 진하게 느껴지고 부드러운 목 넘김으로 육사시미, 소고기구이, 회, 삼겹살과 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6598716-33JU_main.jpg,https://terms.naver.com/entry.naver?docId=6598716&cid=58637&categoryId=58652,6598716
5,5,52C,3.0,,,2,17.5,0.0,증류주,향기 단맛        증류주 쌀,500ml,10000,농업회사법인(주)청산녹수,"정제수, 주정, 쌀증류식소주원액, 오이",,예전에 오이소주를 즐기던 사람이라면 오이 맛과 오이 향기만 있을 거라고 생각 할 수도 있다. 하지만 52C는 상압 증류한 쌀증류식 소주의 맛과 향기를 베이스로 지니고 있다. 여기에 오이향과 함께 연한 멜론향의 특징을 지니고 있다. 차게 해서 마셨을 경우 부드러운 증류식소주원액 베이스에 오이 특유의 시원한 청량감이 더해져 무더운 여름철 최고의 선택이 될 수 있다. 52C의 색감은 연한 연두색으로 자연이 주는 초록의 신선함을 눈으로도 즐길 수 있다.,,,,,곱창구이와 잘 어우러진다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6598734-52C_main.png,https://terms.naver.com/entry.naver?docId=6598734&cid=58637&categoryId=58656,6598734
6,6,DMZ 240km,2.0,,,3,25,0.0,기타주류,바디감     기타주류 꿀 버섯,450ml,10000,솔래원,"자연송이버섯, 브랜디원액, 블랙커런트, 벌꿀",,"DMZ는 한국 전쟁 이후 1953년 체결된 정전 협정에 따라 남북한의 군사적 충돌을 방지하기 위해 설정된 비무장 지대로써 일반인의 출입이 엄격이 금지된 아시아 최대의 자연보호지역이다. 제조사 솔래원이 제조한 'DMZ 240km'는 이곳의 평화, 친환경, 협력의 염원을 담아 만든 술이다.",,,,,회무침과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595290-DMZ%20240km450ml_main.JPG,https://terms.naver.com/entry.naver?docId=3595290&cid=58637&categoryId=58652,3595290
7,7,G12 골디락스,2.0,2.0,2.0,3,12,0.0,탁주,바디감     탁주 쌀 찹쌀 밀  무감미료,500ml,12000,농업회사법인(주)청산녹수,"정제수, 멥쌀(국내산), 찹쌀(국내산), 누룩, 종국, 효모, 밀함유",,너무 달지도 않고 신맛도 강하지 않은 밸런스가 딱 좋은 무첨가 프리미엄 탁주. 단맛을 즐기는 전통주 입문자와 이제 자신의 취향에 맛은 맛을 찾아가는 우리술 중급자에게 딱 맞는 막걸리이다.,,,,,"닭백숙, 오리백숙, 편육, 새우젓, 겉절이와 함께 먹기에 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6598732-G12%20%EA%B3%A8%EB%94%94%EB%9D%BD%EC%8A%A4_main.jpg,https://terms.naver.com/entry.naver?docId=6598732&cid=58637&categoryId=58656,6598732
8,8,The 찾을수록 시리즈,4.0,2.0,3.0,2,16,0.0,과실주,단맛  청량감      과실주 사과,360ml,9000,(주)한국애플리즈,"사과와인, 정제수, 정제주정 외 제품별 농축액(복숭아, 포도, 사과, 감귤, 생강, 커피향 등)",,"경북 의성은 사과의 주산지로 유명한 곳이다. (주)한국애플리즈는 대대로 사과 과수원을 운영하여 온 노하우를 바탕으로 꼼꼼한 품질관리와 생산관리를 통해 한국적인 사과와인을 생산하고 있다. 한국애플리즈는 7년의 부단한 연구개발 끝에 2013년 사과와인을 베이스로한 사과소주 6종을 출시하였다. 복숭아, 청포도, 사과, 감귤, 생강, 아메리카노를 가미하여 탄생한 6종의 사과소주는 미국을 비롯한 8개국에 수출되어 활발하게 판매중이다.",,,,,다만 병 디자인을 생각하면 가벼운 스낵 등도 즐길 수 있다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681200-The%20%EC%B0%BE%EC%9D%84%EC%88%98%EB%A1%9D%20%EC%8B%9C%EB%A6%AC%EC%A6%88_main.jpg,https://terms.naver.com/entry.naver?docId=5681200&cid=58637&categoryId=58657,5681200
9,9,가덕 순쌀 막걸리,3.0,3.0,3.0,3,6,1.0,탁주,단맛 신맛 청량감 바디감  담백  탄산 탁주 쌀,750ml,13500,농업회사법인명세주가(주),"국내산 쌀, 효모, 조효소재, 물엿, 아스파탐, 정제수",,"'가덕 순쌀 막걸리'는 충북 청주시에 위치한 양조장 명세주가에서 국내산 쌀로 정성껏 빚은 막걸리이다. 명세주가는 경영주가 청원생명쌀의 고장인 청원군 가덕면 한계리에서 농약을 사용하지 않고 우렁이 농법으로 친환경 재배한 지역 쌀을 원료로 막걸리, 약주, 증류주 등 다양한 제품을 생산하고 있다. 좋은 술을 만들기 위해서는 원재료비가 비싸더라도 좋은 재료를 사용해야 한다는 경영철학으로 맛과 품질에서 당당히 소비자에게 내놓을 수 있는 술을 빚고 있다.",,,,,"미나리전, 고기 빈대떡, 오이무침, 족편 등 안주와 곁들이면 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804461-%EA%B0%80%EB%8D%95%20%EC%88%9C%EC%8C%80%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=5804461&cid=58637&categoryId=58653,5804461
10,10,가을빛 레드와인,2.0,3.0,3.0,2,14,0.0,과실주,신맛 청량감      과실주 포도,750ml,35000,예인화원,포도(캠벨얼리),,"'예인화원'에서 생산하는 '남산애', '가을빛' 와인에는 일체의 인공첨가물, 어떠한 보존제도 들어 있지 않다. 많은 와인들이 아황산, 소르빈산, POBB 등을 첨가하여 제품의 유통기한을 늘리는 등의 용도로 사용하는데 자연주의 수제 와인을 생산하고 있는 예인화원에서는 자연 그대로의 맛을 전달하고자 포도 100%로만 와인을 빚고 있다. 그럼에도 불구하고 수 많은 와인품평회에서 수상하며 맛과 품질 모두에서 인정 받고 있다. '가을빛 레드와인'은 늦 수확한 포도를 건조하여 당도를 높여 캠벨얼리 품평으로 빚은 와인이다. 알코올 도수는 14도이며 짙은 루비색을 띈다. 블랙베리향, 검은 과실향, 오리엔탈 스파이스의 미디엄 바디로 부드럽고 감칠맛이 있으며, 우아하고 긴 여운이 인상적인 와인이다.",,,,,"다만 탄닌감은 적은 만큼 스테이크 등의 고기류보다는 나물, 잡채 등과 같은 자극성 적은 한식요리에 추천하고 싶다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804502-%EA%B0%80%EC%9D%84%EB%B9%9B%20%EB%A0%88%EB%93%9C%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5804502&cid=58637&categoryId=58657,5804502
11,11,가평잣생막걸리,2.0,2.0,3.0,3,6,0.0,탁주,청량감 바디감     탁주 쌀,750ml,1450,가평우리술,"쌀,정제수,쌀입국,잣,효모,정제효소등",,,,,,,,,,legacy_11
12,12,감그린 레귤러,3.0,3.0,3.0,2,12,0.0,과실주,단맛 신맛 청량감      과실주  이색전통주,750ml,18000,청도감와인(주),감(국내산),,"'감그린 레귤러'는 경북 청도의 특산물인 씨 없는 감으로 만든 한국와인이다. 감 특유의 떫은 맛, 달콤한 맛, 신맛이 조화를 이루어 포도와인과는 다른 색다른 향과 풍미를 자아낸다. 감이 발효되었을 때 생기는 아로마향과 부케향이 특징이며 식전주로도 손색이 없어 동서양의 요리와도 잘 어울리는 감와인이다. 청도감와인은 2005년 부산APEC정상회의 만찬주, 특히 제17~18대 대통령 취임 건배주로 선정 되는 등 수 차례 정부 공식 행사주로 선정되었다.",,,,,다만 자극성 적은 소고기류가 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681174-%EA%B0%90%EA%B7%B8%EB%A6%B0%20%EB%A0%88%EA%B7%A4%EB%9F%AC_main.jpg,https://terms.naver.com/entry.naver?docId=5681174&cid=58637&categoryId=58657,5681174
13,13,감그린 스페셜,3.0,3.0,3.0,3,12,0.0,과실주,단맛 신맛 청량감 바디감     과실주  이색전통주,750ml,25000,청도감와인(주),감(국내산),,"'감그린 스페셜'은 경북 청도의 특산물인 씨 없는 감으로 만든 한국와인이다. 감 특유의 떫은 맛, 달콤한 맛, 신맛이 조화를 이루어 포도와인과는 다른 색다른 향과 풍미를 자아낸다. 감이 발효되었을 때 생기는 아로마향과 부케향이 특징이며 식전주로도 손색이 없어 동서양의 요리와도 잘 어울리는 감와인이다. 청도감와인은 2005년 부산APEC정상회의 만찬주, 특히 제17~18대 대통령 취임 건배주로 선정 되는 등 수 차례 정부 공식 행사주로 선정되었다.",,,,,다만 자극성 적은 소고기류가 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681175-%EA%B0%90%EA%B7%B8%EB%A6%B0%20%EC%8A%A4%ED%8E%98%EC%85%9C_main.jpg,https://terms.naver.com/entry.naver?docId=5681175&cid=58637&categoryId=58657,5681175
14,14,감그린 아이스와인,4.0,2.0,2.0,4,10,0.0,과실주,단맛   바디감     과실주  이색전통주,375ml,89000,청도감와인(주),감(국내산),,"'감그린 아이스와인'는 경북 청도의 특산물인 씨 없는 감으로 만든 한국와인이다. 감 특유의 떫은 맛, 달콤한 맛, 신맛이 조화를 이루어 포도와인과는 다른 색다른 향과 풍미를 자아낸다. 감이 발효되었을 때 생기는 아로마향과 부케향이 특징이며 식전주로도 손색이 없어 동서양의 요리와도 잘 어울리는 감와인이다. 청도감와인은 2005년 부산APEC정상회의 만찬주, 특히 제17~18대 대통령 취임 건배주로 선정 되는 등 수 차례 정부 공식 행사주로 선정되었다.",,,,,"가벼운 맛의 모짜렐라 치즈부터 카망베르, 스모키 치즈까지 다양한 조합을 이룬다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681179-%EA%B0%90%EA%B7%B8%EB%A6%B0%20%EC%95%84%EC%9D%B4%EC%8A%A4%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5681179&cid=58637&categoryId=58657,5681179
15,15,감 보드카,,,,3,32,0.0,증류주,바디감 목넘김    증류주,375ml,14000,양촌감영농조합법인,감(국내산) 100%,,'감 보드카'는 충청남도 논산에서 재배한 감을 활용해 만든 증류주이다. 늦가을 수확한 홍시를 와인으로 개발하기 위해 홍국균을 이용한 전문적인 발효기술을 개발하고 고유의 풍미를 내기 위해 10여년을 연구하여 만들어낸 제품이다. 떫은 감을 홍국 균주로 당화 시켜 효모 발효를 통해 얻어진 추시와인(감와인)을 1년간 저장고에서 숙성시켜 동증류기로 수차례 증류하고 자작나무 숯 여과를 거쳐 얻어진 증류주이다. 홍국와 카테닌(타닌)으로 옅은 붉은색을 띄며 감 고유의 은은한 향과 입안을 감싸는 독특한 떫은맛이 매력적인 술이다.,,,,,붉은 빛이 도는 생선회랑 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804452-%EA%B0%90%20%EB%B3%B4%EB%93%9C%EC%B9%B4_main.jpg,https://terms.naver.com/entry.naver?docId=5804452&cid=58637&categoryId=58654,5804452
16,16,감사,2.0,2.0,,2,14,0.0,약주/청주,목넘김 담백   약주/청주 쌀  선물,375ml,15000,술샘,"쌀(국내산 경기미 100%), 누룩, 정제수",,"용인의 술샘에서 선보이는 술 '감사', 인생에서 가장 값진 선물 중 하나가 바로 인연이라고 할 수 있는데, 그 소중한 인연에 감사하고 사랑하고 존경하는 마음을 전하기 위한 술이다. 기술적으로 어려운 멥쌀로 빚은 술이며 깔끔한 맛이 일품이다. 쌀과 물, 누룩 이외에 일체 첨가물 없이 14%로 만들어진 우리 술로 명절 차례상에도 올리기 좋은 술이다.",,,,,전골류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551564-%EA%B0%90%EC%82%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3551564&cid=58637&categoryId=58651,3551564
17,17,감아락25,2.0,,,2,25,0.0,증류주,증류주 쌀  가을,500ml,26000,(주)배상면주가,"감증류원액,쌀",,,,,,,,,,legacy_17
18,18,감악산 머루주,4.0,4.0,3.0,3,12,0.0,과실주,단맛 신맛 청량감 바디감     과실주 머루,360ml,28000,산머루농원영농조합법인,"국내산 산머루원액 78.5%, 주정",,'감악산 머루주'는 100% 국내산 산머루로 만들어 전통옹기에서 3년 이상을 숙성한 프리미엄 머루주이다. 돌산을 쪼개에 직접 가꾼 서늘한 지하 속성 터널에서 전통옹기에서 숙성하는데 전통옹기는 용기 자체가 숨을 쉬어 오크통에서 숙성한 와인에 비해 맛과 향이 색다르다. 일교차가 크고 토질이 비옥한 경기도 파주에서 재배한 머루는 당도가 높고 신맛과 단맛이 조화롭다.,,,,,"와인을 잘 못 마신다면, 추천하고 싶은 과실주이기도 하다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040721-%EA%B0%90%EC%95%85%EC%82%B0%20%EB%A8%B8%EB%A3%A8%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6040721&cid=58637&categoryId=58651,6040721
19,19,감이슬,,,,2,23,0.0,증류주,증류주  과일류,375ml,10000,양촌감영농조합법인,감(국내산) 100%,,'감이슬'은 충청남도 논산에서 재배한 감을 활용해 만든 증류주이다. 늦가을 수확한 홍시를 와인으로 개발하기 위해 홍국균을 이용한 전문적인 발효 기술을 개발하고 고유의 풍미를 내기 위해 10여년을 연구하여 만들어낸 제품이다. 떫은 감을 홍국 균주로 당화 시켜 효모발효를 통해 얻어진 추시와인(감와인)을 1년간 저장고에서 숙성시켜 동증류기로 수차례 증류하고 자작나무숯 여과를 거쳐 얻어진 증류주이다.,,,,,감이슬은 도수가 낮고 부드러워 누구나 편하게 마실 수 있는 증류주로 양념이 되지 않은 생선찜 등과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804451-%EA%B0%90%EC%9D%B4%EC%8A%AC_main.jpg,https://terms.naver.com/entry.naver?docId=5804451&cid=58637&categoryId=58654,5804451
20,20,감자술 13%,3.0,2.0,3.0,2,13,0.0,약주/청주,단맛  청량감      약주/청주 감자  선물,700ml,14000,오대서주양조,"백미(국내산), 감자(국내산), 누룩, 효모, 정제수",,'감자술'은 국내 유일의 감자를 주원료로 만든 약주이다. 강원도의 특산품 감자를 발효시켜 빚은 술로 감자와 곡물이 어우러져 은은한 향이 풍미를 더해 준다. 2018년에는 평창동계올림픽성공을 기념하기 위해 청와대 명절선물로 선정되기도 했다. 강원도 오대산에서 흘러내린 맑은 물 오대천과 고랭지에서 재배한 최상급 감자가 만나 강원도를 대표하는 '감자술'이 빚어졌다.,,,,,기름진 감자전하고 즐기면 딱 좋은 맛이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804435-%EA%B0%90%EC%9E%90%EC%88%A0%2013_main.jpg,https://terms.naver.com/entry.naver?docId=5804435&cid=58637&categoryId=58652,5804435
21,21,감홍로 백자,3.0,,,4,40,0.0,증류주,향기 단맛   바디감     증류주 쌀 약재,700ml,75000,농업회사법인(주)감홍로,"쌀(70%), 조(30%), 7가지 약재(용안육, 계피, 진피, 정향, 생강, 감초, 지초)",,"감홍로(甘紅露)의 감(甘)은 단맛을, 홍(紅)은 붉은 색을, 로(露)는 증류된 술이 항아리 속에서 이슬처럼 맺힌다는 뜻으로 독특한 향이 어우러져 미각, 시각, 후각을 만족시키는 술이다. 감홍로는 고려시대부터 전해 내려온 우리나라 고유의 술로 육당 최남선(1890~1957)은 전라도 죽력고, 황해도 이강주와 함께 감홍로를 조선 3대 명주로 칭하며 그중에서도 감홍로를 첫 번째로 꼽았다.",,,,,육회와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595219-%EA%B0%90%ED%99%8D%EB%A1%9C%20%EB%B0%B1%EC%9E%90700ml_main.jpg,https://terms.naver.com/entry.naver?docId=3595219&cid=58637&categoryId=58651,3595219
22,22,감홍로 청자,3.0,,,4,40,0.0,증류주,향기 단맛   바디감     증류주 쌀 약재,700ml,90000,농업회사법인(주)감홍로,"쌀(70%), 조(30%), 8가지 약재(용안육, 계피, 진피, 방품, 정향, 생각, 감초, 지초)",,"감홍로(甘紅露)의 감(甘)은 단맛을, 홍(紅)은 붉은 색을, 로(露)는 증류된 술이 항아리 속에서 이슬처럼 맺힌다는 뜻으로 독특한 향이 어우러져 미각, 시각, 후각을 만족시키는 술이다. 감홍로는 고려시대부터 전해 내려온 우리나라 고유의 술로, 육당 최남선(1890~1957)은 전라도 죽력고, 황해도 이강주와 함께 감홍로를 조선 3대 명주로 칭하며 그중에서도 감홍로를 첫 번째로 꼽았다.",,,,,육회와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595220-%EA%B0%90%ED%99%8D%EB%A1%9C%20%EC%B2%AD%EC%9E%90700ml_main.jpg,https://terms.naver.com/entry.naver?docId=3595220&cid=58637&categoryId=58651,3595220
23,23,강소주,,,,3,50,0.0,증류주,향기    바디감     증류주 쌀  소용량,"1,800ml",11000,내국양조,"국내산 쌀, 정제수",,강소주는 일반 희석식 소주와는 달리 순수 쌀의 감미로운 향이 살아 있으며 알코올 특유의 자극적인 주정취 또는 쓴맛이 없는 알코올 도수 50%의 고도주이다. 한국소주로는 최초로 2009년 미국 LA 국제 국제 와인&스피릿 품평회에서 동상을 수상하였다.,,,,,도수가 높지만 단맛이 강해 입 안의 느낌과 마시고 난 후가 매우 깔끔하다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681176-%EA%B0%95%EC%86%8C%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681176&cid=58637&categoryId=58654,5681176
24,24,강쇠,2.0,2.0,1.0,4,13,0.0,약주/청주,바디감     약주/청주 쌀 오가피,370ml,2500,농업회사법인(유)술소리,"쌀, 누룩, 오가피",,"'강쇠'는 순곡과 누룩으로 약 60일 동안 전통 발효법으로 숙성시킨 후 지리산에서 자생하는 약초 복분자, 오미자, 산수유, 하수오, 구기자, 산사, 건강, 황금, 솔잎, 감초, 박하 10종을 엄선하여 빚은 전통주로서 뛰어난 향을 지니고 있는 제품이다. 몸에 좋은 약초를 대거 사용하여 지리산의 활달한 기운을 받은 힘좋은 남자를 뜻하는 '강쇠'로 제품명 지었다.",,,,,감자탕과 잘 어울리는 술이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595293-%EA%B0%95%EC%87%A0370ml_main.JPG,https://terms.naver.com/entry.naver?docId=3595293&cid=58637&categoryId=58655,3595293
25,25,걍즐겨,3.0,4.0,3.0,3,8,0.0,탁주,단맛 신맛 청량감 바디감     탁주 쌀 찹쌀  이색전통주,600ml,6000,디오케이브루어리,"찹쌀(국내산), 멥살(국내산), 누룩, 석류, 히비스커스, 정제수",,'걍즐겨'는 맥주효모인 프렌치세종효모로 만든 세종스타일 막걸리로 석류와 히비스커스를 더해 기존의 막걸리의 산미와 달리 과실의 상큼한 산미가 돋보이는 신개념 막걸리다. 우선 색깔부터 장밋빛 로제인데 신맛과 베리향이 이색적이고 잔잔한 누룩향이나 내추럴 와인과 같은 향을 느낄 수 있다. 이양주로 빚고 발효할 때 석류즙과 히비스커스를 더하여 술에 부족한 산미와 과실향을 높인 람빅스타일의 술을 시도한 제품이다.,,,,,"다른 안주와의 궁합도 있겠지만, 이 막걸리만큼은 안주 없이 술만 마셔도 충분히 재미있게 즐길 수 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040762-%EA%B1%8D%EC%A6%90%EA%B2%A8_main.jpg,https://terms.naver.com/entry.naver?docId=6040762&cid=58637&categoryId=58644,6040762
26,26,겨울소주 25,,,,4,25,0.0,증류주,향기    바디감 목넘김    증류주  겨울,360ml,10000,두이술공방,"증류원액(국내산쌀), 효모, 효소, 정제수",,겨울소주 25는 곡물 본연의 맛을 살리기 위해 인공첨가물 없이 빚어 인위적인 맛을 더하지 않은 자연주의 증류식소주이다. 알코올도수 25도의 비교적 가볍게 마실 수 있는 증류식소주로 곡물 향이 강하고 입안에서는 부드럽다. 100일을 숙성한 발효원주의 깊은 향을 간직하고 있는 쌀소주이다.,,,,,양념이 되어 있는 돼지볶음 등과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040725-%EA%B2%A8%EC%9A%B8%EC%86%8C%EC%A3%BC%2025_main.jpg,https://terms.naver.com/entry.naver?docId=6040725&cid=58637&categoryId=58654,6040725
27,27,경기전,2.0,3.0,4.0,2,5,0.0,기타주류,신맛 청량감      기타주류 보리  탄산,1000ml,27000,농업회사법인동문거리양조장(주)(전주술로시티),"보리(국내산), 맥아(국내산), 호프펠렛, 효모, 정제효소제, 정제수",,"'경기전'은 수줍은 붉은 빛이 매력적인 술로 국내산 보리 특유의 맛과 향이 그대로 배어 있다. 혀에 닿는 순간 고소한 비스킷의 맛, 그리고 입안에 감기는 허브의 쓴맛과 소나무에서 느껴지는 흙 내음이 조화를 이루고 있다. 제조사 전주술로시티는 3013년 설립 때부터 국산보리를 원료로 사용하여 제품을 생산하였으며 2018년부터는 전북의 무농약 보리를 사용하여 보다 자연친화적이고 맛 있는 술을 생산하고 있다.",,,,,맥주에 어울리는 모든 안주와 음식궁합이 잘 맞는다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804493-%EA%B2%BD%EA%B8%B0%EC%A0%84_main.jpg,https://terms.naver.com/entry.naver?docId=5804493&cid=58637&categoryId=58655,5804493
