,index,alcoholName,sweetness,sourness,freshness,body,degree,sparkling,alcoholType,keywords,volume,price,manufacturer,ingredients,brewery,description,representative,address,contact,website,foodPairing,imageURL,detailPageUrl,docId
579,579,면천두견주 700,,,,,,,,,,,,"국내산 찹쌀, 누룩, 진달래꽃",,국가무형문화재 면천두견주는 고려의 개국공신인 복지겸의 전설과 관련이 있는 술이다. 찹쌀과 두견화라 불리는 진달래꽃을 섞어 빚는 술로 가양주(家釀酒)이며 가향주(加香酒)라고 할 수 있다. 양조 횟수로 분류하면 이양주(二釀酒)이며 밑술 빚는 날로부터 발효와 숙성에 이어 저장에 이르기 까지 100일간이라는 장기공정을 거치는 발효주로 색은 담황색이고 단맛이 돌면서 점성이 있는데 일반 곡주와 달리 신맛과 누룩 냄새가 거의 없고 진달래꽃 향기가 일품이다.,,,,,진달래 화전이나 은행구이 등 담백한 음식과 곁들이면 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681211-%EB%A9%B4%EC%B2%9C%EB%91%90%EA%B2%AC%EC%A3%BC%20700ml_main.jpg,https://terms.naver.com/entry.naver?docId=5681211&cid=58637&categoryId=58654,5681211
580,580,면천두견주 900,,,,,,,,,,,,"국내산 찹쌀, 누룩, 진달래꽃",,국가지정 중요 무형문화재 면천두견주는 고려의 개국공신인 복지겸의 전설과 관련이 있는 술이다. 찹쌀과 두견화라 불리는 진달래꽃을 섞어 빚는 술로 가양주(家釀酒)이며 가향주(加香酒)라고 할 수 있다. 양조 횟수로 분류하면 이양주(二釀酒)이며 밑술 빚는 날로부터 발효와 숙성에 이어 저장에 이르기 까지 100일간이라는 장기공정을 거치는 발효주로 색은 담황색이고 단맛이 돌면서 점성이 있는데 일반 곡주와 달리 신맛과 누룩 냄새가 거의 없고 진달래꽃 향기가 일품이다.,,,,,진달래 화전이나 은행구이 등 담백한 음식과 곁들이면 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681208-%EB%A9%B4%EC%B2%9C%EB%91%90%EA%B2%AC%EC%A3%BC%20900ml_main.jpg,https://terms.naver.com/entry.naver?docId=5681208&cid=58637&categoryId=58654,5681208
581,581,명술 375ml,,,,,,,,,,,,"산양산삼, 정제주, 주정",,"'명술 375ml'는 경기도 청정지역의 5년근 산양산삼으로 재조하여 1뿌리가 통째로 들어있는 프리미엄 리큐르이다. '대농바이오 우리산삼'의 50여 조합원이 200만평 면적에서 직접 재배한 산양산삼과 국내산 쌀을 사용하여 빚은 술이다. 제조사 '대농바이오우리산삼'은 2011년부터 3년 연속 경기도 대표술로 선정됨과 동시에 2014년, 2015년 대한민국 우리술품평회 약주청주 부문에서 대상, 2014년 리큐르 부문에서 장려상을 수상한 제품을 생산하는 최고의 제품력을 가지고 있는 곳이다.",,,,,삼계탕과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595329-%EB%AA%85%EC%88%A0375ml_main.jpg,https://terms.naver.com/entry.naver?docId=3595329&cid=58637&categoryId=58651,3595329
582,582,명인 안동소주 22도,,,,,,,,,,,,"쌀(국내산), 누룩, 정제수",,"700여년전 중국 원나라의 병참기지가 안동에 세워지면서 현재 한국 전통 증류식소주의 대명사 안동소주의 제조기법이 전해졌다. 이후 500여년 전 조선시대 안동의 명문가인 은곡 박진 선생의 반남 박씨 가문에서 가양주로 빚어오던 안동소주의 제조비법을 25대손인 박재서 명인이 계승발전 시켜 현재에 이르고 있다. 높은 알코올 도수에 비해 부드러운 맛을 자랑하고 있는 명인 안동소주는 역사와 전통성을 계승한 오리지널 안동소주로 자리매김하고 있다. 명인 안동소주는 저도주를 선호하는 현대인의 기호에 맞춰 기존 45도 제품에서 35도, 22도, 19도의 제품을 선보이고 있다.",,,,,간고등어 구이와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595266-%EC%95%88%EB%8F%99%EC%86%8C%EC%A3%BC%2022%EB%8F%84360ml_main.jpg,https://terms.naver.com/entry.naver?docId=3595266&cid=58637&categoryId=58657,3595266
583,583,모든날에,,,,,,,,,,,,"정제수, 찹쌀, 멥쌀, 밀누룩",,"모든날에는 청정지역 양양에서 자란 쌀과 한계령의 맑은 지하수로 빚어낸 약주이다. 물, 쌀, 누룩 외에는 다른 첨가물이 들어가지 않은 건강한 술을 지향한다. 마시면 깔끔한 시트러스 향이 퍼지며, 목으로 넘어갈 때 누룩의 향이 살짝 스치며 지나가는 특징을 지니고 있다.",,,,,"이 술은 새우, 문어와 같은 해산물과 잘 어울리며, 허브와 올리브 오일을 곁들여 식초나 레몬으로 맛을 낸 마리네이드 해산물과 함께 즐기면 술의 상큼한 맛이 한층 더 강조된다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743394-%EB%AA%A8%EB%93%A0%EB%82%A0%EC%97%90_main.png,https://terms.naver.com/entry.naver?docId=6743394&cid=58637&categoryId=58652,6743394
584,584,문경바람 백자 25도,,,,,,,,,,,,사과(문경산),,"'문경바람 백자 25도'는 오미자와인과 오미자브랜디로 한국술의 새로운 지평을 연 위스키 마스터블랜더 이종기 장인에 의해 탄생한 프리미엄 증류주이다. '문경바람'은 당도가 높은 문경에서 자란 사과를 착즙, 발효하여 1차, 2차 증류하여 문경 전통도자기에서 300일간 숙성한 제품이다. 부드러운 목 넘김에 이어 사과향과 민트향의 여운이 입안에 오래 지속된다. 또한 다양한 부재료를 활용하여 칵테일로 즐기기에도 좋은 제품이다.",,,,,"하이볼 형태로 육전, 동태전, 수육 등과 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681156-%EB%AC%B8%EA%B2%BD%EB%B0%94%EB%9E%8C%20%EB%B0%B1%EC%9E%90%2025%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=5681156&cid=58637&categoryId=58657,5681156
585,585,문경바람 백자 40도,,,,,,,,,,,,사과(문경산),,"'문경바람 백자 40도'는 오미자와인과 오미자브랜디로 한국술의 새로운 지평을 연 위스키 마스터블랜더 이종기 장인에 의해 탄생한 프리미엄 증류주이다. '문경바람'은 당도가 높은 문경에서 자란 사과를 착즙, 발효하여 1차, 2차 증류하여 문경 전통도자기에서 300일간 숙성한 제품이다. 부드러운 목 넘김에 이어 사과향과 민트향의 여운이 입안에 오래 지속된다. 또한 다양한 부재료를 활용하여 칵테일로 즐기기에도 좋은 제품이다.",,,,,"딜, 바질과 같은 허브를 곁들인다면 재밌는 경험이 될 것이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681159-%EB%AC%B8%EA%B2%BD%EB%B0%94%EB%9E%8C%20%EB%B0%B1%EC%9E%90%2040%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=5681159&cid=58637&categoryId=58657,5681159
586,586,문경바람 오크 40도,,,,,,,,,,,,사과(문경산),,"'문경바람 오크 40도'는 오미자와인과 오미자브랜디로 한국술의 새로운 지평을 연 위스키 마스터블랜더 이종기 장인에 의해 탄생한 프리미엄 증류주이다. '문경바람'은 당도가 높은 문경에서 자란 사과를 착즙, 발효하여 1차, 2차 증류하여 유러피안 오크통에 숙성한 제품이다. 오크통에서 우러나오는 삼나무 향과 단맛을 느낄 수 있는 제품이다.",,,,,"초콜릿, 육포, 문경의 오미자 삼겹살구이, 더덕구이, 송이버섯구이 및 전골 등 추천.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681158-%EB%AC%B8%EA%B2%BD%EB%B0%94%EB%9E%8C%20%EC%98%A4%ED%81%AC%2040%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=5681158&cid=58637&categoryId=58657,5681158
587,587,문배술 용상,,,,,,,,,,,,"메조, 찰수수, 효모, 국, 정제수",,"문배술 용상은 문배주양조원이 1990년부터 생산을 시작해 30년 이상 꾸준히 사랑받아온 제품이다. 알코올 도수는 40%, 용량은 700ml이며, 도자기 병에 담겨 고급스러움을 더한다.",,,,,"차갑게 식힌 제육, 매콤한 홍어무침, 대창 순대와도 좋은 궁합을 자랑하며, 복합적인 재료와 향이 어우러진 요리와의 조화가 탁월하다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743369-%EB%AC%B8%EB%B0%B0%EC%88%A0%20%EC%9A%A9%EC%83%81_main.jpg,https://terms.naver.com/entry.naver?docId=6743369&cid=58637&categoryId=58651,6743369
588,588,문배술 헤리티지 23도,,,,,,,,,,,,"메조, 찰수수, 쌀",,"문배술은 메조와 찰수수를 이용하여 빚어낸 순곡의 증류주임에도 문배나무의 과실 향기가 난다고 하여 문배술이라 말하고 있다. 술의 생명력은 맛이요, 그 맛의 핵심은 향기라고 할 수 있는데 문배술은 알콜도수 40%임에도 불구하고 부드러운 목넘김과 입속 가득한 향기를 느낄 수 있는 우리의 전통소주이다. 문배술 헤리티지 23도 제품은 문배술의 맑고 청아한 맛과 향을 모던한 패키지에 담아낸 제품이다. 기존 알코올도수 40도에서 23도로 낮춰 가볍게 즐길수 있는 제품이다.",,,,,복지리 등과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595267-%EB%AC%B8%EB%B0%B0%EC%88%A0%20%ED%97%A4%EB%A6%AC%ED%8B%B0%EC%A7%80%2023%EB%8F%84375ml_main.JPG,https://terms.naver.com/entry.naver?docId=3595267&cid=58637&categoryId=58651,3595267
589,589,문배술 헤리티지 25도,,,,,,,,,,,,"메조, 찰수수, 쌀",,"문배술은 메조와 찰수수를 이용하여 빚어낸 순곡의 증류주임에도 문배나무의 과실 향기가 난다고 하여 문배술이라 말하고 있다. 술의 생명력은 맛이요, 그 맛의 핵심은 향기라고 할 수 있는데 문배술은 알콜도수 40%임에도 불구하고 부드러운 목넘김과 입속 가득한 향기를 느낄 수 있는 우리의 전통소주이다. 문배술 헤리티지 25도 제품은 문배술의 맑고 청아한 맛과 향을 모던한 패키지에 담아낸 제품이다. 기존 알코올도수 40도에서 25도로 낮춰 가볍게 즐길 수 있는 제품이다.",,,,,복지리 등과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595268-%EB%AC%B8%EB%B0%B0%EC%88%A0%ED%97%A4%EB%A6%AC%ED%8B%B0%EC%A7%8025375ml_main.jpg,https://terms.naver.com/entry.naver?docId=3595268&cid=58637&categoryId=58651,3595268
590,590,문배술 헤리티지 40도,,,,,,,,,,,,"메조, 찰수수, 쌀",,"문배술은 메조와 찰수수를 이용하여 빚어낸 순곡의 증류주임에도 문배나무의 과실 향기가 난다고 하여 문배술이라 말하고 있다. 술의 생명력은 맛이요, 그 맛의 핵심은 향기라고 할 수 있는데 문배술은 알콜도수 40%임에도 불구하고 부드러운 목넘김과 입속 가득한 향기를 느낄 수 있는 우리의 전통소주이다. 문배술 헤리티지 40도 제품은 문배술의 맑고 청아한 맛과 향을 모던한 패키지에 담아낸 제품이다.",,,,,활어회와 아주 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595269-%EB%AC%B8%EB%B0%B0%EC%88%A0%20%ED%97%A4%EB%A6%AC%ED%8B%B0%EC%A7%80%2040%EB%8F%84200ml_main.jpg,https://terms.naver.com/entry.naver?docId=3595269&cid=58637&categoryId=58651,3595269
591,591,문희 (오미자),,,,,,,,,,,,"햇찹쌀 100%(국내산), 전통누룩, 오미자(문경동로산)",,"프리미엄 탁주인 문희는 문경주조가 위치한 문경의 옛 이름인 '문희'에서 따온 술로 기쁜 소식을 전한다는 의미를 담고 있다. 모든 술 빚는 과정 하나하나를 손으로 직접 하고 있는 '수제전통주'로, 힘겨운 육체노동 뒤 황토 벽돌로 지은 황토 방에서 100일 이상 자연 건조로 숙성시키는 기다림 끝에서야 비로소 진짜배기 탁주를 얻을 수 있다.",,,,,회무침과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551532-%EB%AC%B8%ED%9D%AC%20%EB%AC%B8%EA%B2%BD%EC%98%A4%EB%AF%B8%EC%9E%90%20%EC%88%98%EC%A0%9C%20%EC%A0%84%ED%86%B5%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3551532&cid=58637&categoryId=58657,3551532
592,592,문희 (햇찹쌀수제전통주) 500ml,,,,,,,,,,,,"유기농찹쌀 (국산), 멥쌀 (국산), 전통누룩 (우리 밀), 정제수",,"프리미엄 탁주인 문희는 문경주조가 위치한 문경의 옛 이름인 '문희'에서 따온 술로 기쁜 소식을 전한다는 의미를 담고 있다. 모든 술 빚는 과정 하나하나를 손으로 직접 하고 있는 '수제전통주'로, 힘겨운 육체노동 뒤 황토 벽돌로 지은 황토 방에서 100일 이상 자연 건조로 숙성시키는 기다림 끝에서야 비로소 진짜배기 탁주를 얻을 수 있다.",,,,,도토리 묵과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551554-%EB%AC%B8%ED%9D%AC%20%ED%96%87%EC%B0%B9%EC%8C%80%20%EC%88%98%EC%A0%9C%20%EC%A0%84%ED%86%B5%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3551554&cid=58637&categoryId=58657,3551554
593,593,문희 (햇찹쌀수제전통주) 700ml,,,,,,,,,,,,"유기농찹쌀 (국산), 멥쌀 (국산), 전통누룩 (우리 밀), 정제수",,"프리미엄 탁주인 문희는 문경주조가 위치한 문경의 옛 이름인 '문희'에서 따온 술로 기쁜 소식을 전한다는 의미를 담고 있다. 모든 술 빚는 과정 하나하나를 손으로 직접 하고 있는 '수제전통주'로, 힘겨운 육체노동 뒤 황토 벽돌로 지은 황토 방에서 100일 이상 자연 건조로 숙성시키는 기다림 끝에서야 비로소 진짜배기 탁주를 얻을 수 있다.",,,,,도토리 묵과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551555-%EB%AC%B8%ED%9D%AC%20%ED%96%87%EC%B0%B9%EC%8C%80%20%EC%88%98%EC%A0%9C%20%EC%A0%84%ED%86%B5%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3551555&cid=58637&categoryId=58657,3551555
594,594,"미라실 울프, 가을의 전설 오텀센스 다래",,,,,,,,,,,,"오텀센스 다래, 정제수, 효모, 효소, 정백당",,"'오텀센스'는 고려 말기의 청산별곡에 나오는 우리 민족 전래의 토종 과실 중에 ‘다래’를 국립농업기술원과 산림청 특작과학원에서 육종 개발한 것이다. 다래 수확 후에 반건조, 후숙시켜 당도를 증진시키고 ‘미라실 울프’ 특유의 와인 양조기법을 적용해 양조한 '가을 전설, 오텀센스 다래 와인'은 2024년 대한민국 주류대상에서 한국와인부문 대상을 수상했다.",,,,,"송어회, 연어 샐어드, 생선초밥, 두릅무침, 산나물 요리, 두부전, 생선찜, 각종의 묵, 수육, 족발,  오리구이 등의 음식과도 페어링이 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743381-%EB%AF%B8%EB%9D%BC%EC%8B%A4%20%EC%9A%B8%ED%94%84%20%EA%B0%80%EC%9D%84%EC%9D%98%20%EC%A0%84%EC%84%A4%20%EC%98%A4%ED%85%80%EC%84%BC%EC%8A%A4%20%EB%8B%A4%EB%9E%98_main.png,https://terms.naver.com/entry.naver?docId=6743381&cid=58637&categoryId=58653,6743381
595,595,민속주 안동소주 400ml,,,,,,,,,,,,"쌀(국내산), 누룩, 정제수",,"안동소주는 주로 명문가의 가양주로 계승되어 왔으며 일제 강점기와 해방 후 식량문제 등으로 자칫 단절될 위기에 처한 적이 있었다. 서울 올림픽을 계기로 정부의 적극적인 민속주 발굴에 힘입어, 1987년 경북 무형문화재 제12호 안동소주 기능보유자로 고 조옥화여사가 지정되어 1990년 9월에 생산을 시작했으며, 고 조옥화 여사는 2000년 국가지정 식품명인 제20호로도 지정되기도 했다. 현재는 안동소주 기능보유자인 며느리 배경화와 아들 김연박에게 제법이 전승되어 생산하고 있다.",,,,,안동갈비와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595272-%EB%AF%BC%EC%86%8D%EC%A3%BC%EC%95%88%EB%8F%99%EC%86%8C%EC%A3%BC400ml_main.jpg,https://terms.naver.com/entry.naver?docId=3595272&cid=58637&categoryId=58657,3595272
596,596,민속주 안동소주 600ml,,,,,,,,,,,,"쌀(국내산), 누룩, 정제수",,"안동소주는 주로 명문가의 가양주로 계승되어 왔으며 일제 강점기와 해방 후 식량문제 등으로 자칫 단절될 위기에 처한 적이 있었다. 서울 올림픽을 계기로 정부의 적극적인 민속주 발굴에 힘입어, 1987년 경북 무형문화재 제12호 안동소주 기능보유자로 고 조옥화여사가 지정되어 1990년 9월에 생산을 시작했으며, 고 조옥화 여사는 2000년 국가지정 식품명인 제20호로도 지정되기도 했다. 현재는 안동소주 기능보유자인 며느리 배경화와 아들 김연박에게 제법이 전승되어 생산하고 있다.",,,,,안동갈비와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595271-%EB%AF%BC%EC%86%8D%EC%A3%BC%20%EC%95%88%EB%8F%99%EC%86%8C%EC%A3%BC600ml_main.jpg,https://terms.naver.com/entry.naver?docId=3595271&cid=58637&categoryId=58657,3595271
597,597,민속주 안동소주 800ml,,,,,,,,,,,,"쌀(국내산), 누룩, 정제수",,"안동소주는 주로 명문가의 가양주로 계승되어 왔으며 일제 강점기와 해방 후 식량문제 등으로 자칫 단절될 위기에 처한 적이 있었다. 서울 올림픽을 계기로 정부의 적극적인 민속주 발굴에 힘입어, 1987년 경북 무형문화재 제12호 안동소주 기능보유자로 고 조옥화여사가 지정되어 1990년 9월에 생산을 시작했으며, 고 조옥화 여사는 2000년 국가지정 식품명인 제20호로도 지정되기도 했다. 현재는 안동소주 기능보유자인 며느리 배경화와 아들 김연박에게 제법이 전승되어 생산하고 있다.",,,,,안동갈비와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595270-%EB%AF%BC%EC%86%8D%EC%A3%BC%20%EC%95%88%EB%8F%99%EC%86%8C%EC%A3%BC800ml_main.jpg,https://terms.naver.com/entry.naver?docId=3595270&cid=58637&categoryId=58657,3595270
598,598,바나나 주,,,,,,,,,,,,"쌀, 국 , 정제수, 바나나 농축액, 조제종국, 효모, 물엿 등",,"달콤하면서도 향긋한 바나나 냄새 때문에, 바나나 우유를 마시는 듯한 느낌을 받는 조은술 세종의 바나나 주. 국내산 쌀로 빚어 4%의 낮은 도수를 가지고 있어 젊은 층들이 특히 좋아할 만한 술이고, 산미는 적고 단맛이 강해 누구나 부담 없이 즐길 수 있는 막걸리다.",,,,,열대과일과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551505-%EB%B0%94%EB%82%98%EB%82%98%20%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3551505&cid=58637&categoryId=58653,3551505
599,599,바람의노래,,,,,,,,,,,,"쌀, 물, 누룩",,"바람의 노래는 춘천산 찹쌀과 맵쌀을 섞어 빚은 이양주로, 전통 누룩으로 발효된다. 2개월의 발효와 2개월의 숙성 과정을 거쳐 총 4개월에 걸쳐 완성된다. 예술의 술을 발효하는 누룩은 직접 띄워 사용하며, 3개월에 걸쳐 띄워서 빚는다.",,,,,"보쌈, 족발, 바비큐와 같은 음식과 같이 먹으면 안주와 어우러져 깔끔한 탁주 본연의 맛을 느낄 수 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743397-%EB%B0%94%EB%9E%8C%EC%9D%98%EB%85%B8%EB%9E%98_main.png,https://terms.naver.com/entry.naver?docId=6743397&cid=58637&categoryId=58652,6743397
600,600,배금도가,,,,,,,,,,,,"멥쌀, 찹쌀, 누룩",,"배금도가 전통주는 경상북도 김천시에 위치한 농업회사법인 주식회사로, 3대째 이어오는 전통 발효 기법을 통해 전통주와 자연 발효 식초를 생산하는 농가이다. 배금도가의 대표 제품 중 하나인 찹쌀막걸리는 12도의 알코올 도수를 지니며, 감미료나 아스파탐을 사용하지 않고 찹쌀의 자연스러운 단맛을 살려낸다. 6개월의 발효와 숙성 과정을 거쳐 완성되며, 누룩향과 새콤한 과실 향이 잘 어우러져 향기롭고, 걸쭉하면서도 비단처럼 부드러운 질감을 자랑한다.",,,,,레몬 첨가 없이도 비릿함을 깔끔히 잡아줄 건강한 산미를 가졌다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743379-%EB%B0%B0%EA%B8%88%EB%8F%84%EA%B0%80_main.png,https://terms.naver.com/entry.naver?docId=6743379&cid=58637&categoryId=58657,6743379
601,601,배도가 로아 40도 옐로우,,,,,,,,,,,,"쌀(국산), 배(국산)",,전통주 명가 배혜정도가에서 출시한 '배도가 로아 40도 옐로우'는 국내산 쌀과 배를 원료로 사용하여 빚은 술을 상압동 증류기를 통해 증류하여 장기간 숙성한 제품이다. '흰 빌깔의 이슬'이라는 뜻을 담은 프리미엄 증류주로써 로아를 만드는 한방울 한방울의 시간은 한국적인 정성스러움을 로아의 맑고 투명함은 비움과 여유 그리고 풍류를 의미한다. 배를 사용하여 고도주의 풍미를 부드럽게 감싸주고 은은하며 그윽하게 퍼지는 배향을 느낄 수 있는 제품이다.,,,,,갈치젓 등 젓갈류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595279-%EB%B0%B0%EB%8F%84%EA%B0%80%20%EB%A1%9C%EC%95%84%2040%EB%8F%84%20%EC%98%90%EB%A1%9C%EC%9A%B0350ml_main.jpg,https://terms.naver.com/entry.naver?docId=3595279&cid=58637&categoryId=58651,3595279
602,602,백련 생막걸리 snow (스노우),,,,,,,,,,,,"백미, 연잎, 정제수, 종국, 효모, 아스파탐, 물엿 등",,"1933년 처음 술을 빚기 시작해 3대째 가업을 이어오고있는 전통의 신평양조장. 수년간의 연구 개발과 투자로 여러가지 술을 선보이고 있으며 당진 태생의 최상급 해나루 쌀과 백련잎을 주원료로 탄생한 술은 깊으면서도 깔끔한 뒷 맛이 특징. 2013년 찾아가는 양조장으로 선정되어 술의 전통과 역사에 대한 전시, 전통주 문화 체험이 가능한 <백련양조문화원>을 운영하고 있다. 체험 프로그램 문의는 신평양조장 홈페이지나 전화로 예약이 가능하다.",,,,,숯불바비큐와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551565-%EB%B0%B1%EB%A0%A8%20%EC%83%9D%EB%A7%89%EA%B1%B8%EB%A6%AC%20snow_main.jpg,https://terms.naver.com/entry.naver?docId=3551565&cid=58637&categoryId=58654,3551565
603,603,백운주가 대나무술,,,,,,,,,,,,"국내산쌀, 대나무잎추출물, 정제수, 전분당, 정제효소제",,"백운주가 대나무술은 국내산 대나무 잎과 광양 지역 쌀로 빚어 만든 프리미엄 약주로, 한식, 중식, 일식과 모두 잘 어울린다. 대나무 특유의 깔끔하고 독특한 향미를 극대화했으며, 부드러운 목넘김이 특징이다. 술을 머금을 때는 깔끔하게 들어가고, 넘어갈 때 은은하게 퍼지는 대나무술의 맛과 향이 매력적이다.",,,,,"대나무 술은 대나무만의 자체적인 단맛이 있어, 음식에 자체적으로 단맛이 적은 다양한 한식, 중식, 일식, 그리고 슴슴한 나물류, 육류, 어류에 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743378-%EB%B0%B1%EC%9A%B4%EC%A3%BC%EA%B0%80%20%EB%8C%80%EB%82%98%EB%AC%B4%EC%88%A0_main.jpg,https://terms.naver.com/entry.naver?docId=6743378&cid=58637&categoryId=58656,6743378
604,604,복분자주,,,,,,,,,,,,"복분자 37.65%, 주정, 정제수, 구연산, 호박산, 정제식염, 액상과당, 효모, 설탕",,"지리산 자락에서 자라는 복분자를 발효하여 복분자의 진한 맛과 향, 색을 그대로 살려낸 고 품격 과실주. 역사 깊은 명가원 양조장에서 대한민국 식품명인의 정성으로 발효, 숙성시켜 만드는 술로 복분자의 맛 그대로를 느껴볼 수 있는 과실주다.",,,,,불고기와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551525-%EB%AA%85%EA%B0%80%EC%9B%90%20%EB%B3%B5%EB%B6%84%EC%9E%90%EC%88%A0_main.jpg,https://terms.naver.com/entry.naver?docId=3551525&cid=58637&categoryId=58658,3551525
605,605,복분자주 360,,,,,,,,,,,,"복분자, 주정, 정제수, 설탕 등",,"내장산은 단풍으로 수려한 장관을 펼쳐놓기로 유명한 지역이지만, 내장산의 복분자역시 뒤쳐지지 않을 만큼 붉기로 유명하다. 이 내장산에서 오직 복분자로 승부하는 과실주를 생산하는 내장산 복분자 영농조합의 한국형 와인 복분자주 360. '복분자' 전문가로써, 전통적인 가양주 비법과 양조기법을 병행하여 한국형 와인의 입지를 다지고 있는 곳이다.",,,,,소고기와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551526-%EB%B3%B5%EB%B6%84%EC%9E%90%EC%A3%BC%20360_main.jpg,https://terms.naver.com/entry.naver?docId=3551526&cid=58637&categoryId=58655,3551526
606,606,복숭아와인,,,,,,,,,,,,"복숭아(국내산), 백설탕, 효모, 메타중아황산칼륨",,금이산농원에서 생산하는 '복숭아와인'은 발포성 와인은 아니지만 높은 완성도를 보이고 있다. 세종시 조치원에서 재배한 잘 익은 복숭아를 원료로하여 저온에서 발효시켰다. 복숭아와인은 세종시를 대표하는 충남지역 특산물로 지역에서는 꽤 알려진 와인이다. 잘 익은 명품 복숭아를 수작업으로 선별하여 색과 맛을 그대로 드러낸다. 우아하고 탐스러운 과실이 적당한 신맛과 단맛을 자아내는 와인이다.,,,,,안주 없이 와인만 있어도 충분한 술이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804511-%EB%B3%B5%EC%88%AD%EC%95%84%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5804511&cid=58638&categoryId=58641,5804511
607,607,부자 10도,,,,,,,,,,,,"쌀, 정제수, 고과당, 효모 등",,"배혜정도가의 '부자10'은 배혜정의 아버지인 배상면이 개발한 발효주로, 그 기풍이 혀끝으로 느껴지는 프리미엄 정통 막걸리다. 쌀과 누룩으로만 빚어 자연이 숙성시키는 있는 그대로의 맛을 느낄 수 있으며 100% 경기미를 사용하여 음용감이 부드럽고 은은한 유백색의 기풍이 느껴지는 막걸리다.",,,,,살균되어 있어 오래 두고 마실 수 있는 막걸리.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551496-%EB%B6%80%EC%9E%90%2010%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=3551496&cid=58637&categoryId=58651,3551496
608,608,비긴나인틴,,,,,,,,,,,,"사과와인증류원액, 사과농축액, 정제수, 주정",,"비긴나인틴(Be:gin19)은 만 19세가 되어 처음 술을 배우는 이들을 위해 기획된 사과와인 증류주로, 경상북도 의성에서 재배한 사과를 원료로 사용한다. 이 제품은 인공 감미료를 첨가하지 않고, 사과 특유의 향미를 극대화하여 은은한 사과향과 깔끔한 목넘김을 자랑한다.",,,,,"또한, 사과 특유의 향미와 잘 어울리는 음식으로는 깔끔한 맛의 숙성회나 문어 숙회가 있으며, 육류를 선호한다면 소금간만 살짝 한 닭 안심 구이도 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743410-%EB%B9%84%EA%B8%B4%EB%82%98%EC%9D%B8%ED%8B%B4_main.png,https://terms.naver.com/entry.naver?docId=6743410&cid=58637&categoryId=58657,6743410
